Frame,Time,FaceDetected,LeftIrisX,LeftIrisY,RightIrisX,RightIrisY,EAR,Blink,TotalBlinks,Yaw,Pitch,Roll,HorizontalGaze,VerticalGaze,OnScreen,HorizontalRatio,VerticalRatio,AttentionState
62,3.719,True,618,376,743,361,0.254,False,3,-0.2982898540374634,-26.003981537623083,174.2070623544631,Center,Up,False,0.447,0.475,Looking Up
63,3.779,True,609,375,737,360,0.2493,False,3,-0.9636412855143813,-24.984934472606174,173.95459518827786,Center,Up,False,0.456,0.498,Looking Up
64,3.839,True,598,375,726,357,0.2307,False,3,-1.6188597877060444,-24.19376426368416,172.63099377048115,Center,Up,False,0.436,0.486,Looking Up
65,3.899,True,589,372,718,352,0.2281,False,3,-1.292514238965155,-21.877198154571957,172.15189604805053,Center,Up,False,0.434,0.463,Looking Up
66,3.959,True,585,369,712,347,0.2179,True,4,-2.7339185315021703,-22.775962567831993,172.3897258562911,Center,Up,False,0.45,0.476,Blink
67,4.019,True,579,369,709,346,0.2138,False,4,-2.6532425723228226,-20.93396895629626,173.25164415846263,Center,Up,False,0.464,0.499,Looking Up
68,4.079,True,574,367,701,346,0.1906,False,4,-2.9280634586015095,-17.058397678282642,173.8331534868513,Closed,Closed,False,0.451,0.489,Looking Closed
69,4.139,True,571,366,698,343,0.1842,False,4,-3.448365750134265,-11.126919655432225,172.50325702785074,Closed,Closed,False,0.458,0.503,Looking Closed
70,4.199,True,570,365,698,342,0.1796,False,4,-4.481008632102813,-3.6293356031391464,172.00941217592663,Closed,Closed,False,0.48,0.512,Eyes Closed
71,4.259,True,575,365,698,342,0.0919,False,4,-4.096009049295525,-1.8330477241918521,171.61596453608388,Closed,Closed,False,0.514,0.553,Eyes Closed
72,4.319,True,583,363,706,338,0.1163,False,4,-3.5183681248186267,2.750144782499108,171.19876085735828,Closed,Closed,False,0.51,0.48,Eyes Closed
73,4.379,True,591,359,713,335,0.1698,False,4,-0.049062483088586344,-6.22717814980862,169.28886179074073,Closed,Closed,False,0.48,0.425,Eyes Closed
74,4.439,True,596,358,724,334,0.1885,False,4,0.12149441371086281,-8.666775691981199,170.4650072298212,Closed,Closed,False,0.459,0.453,Looking Closed
75,4.499,True,603,351,730,330,0.1931,False,4,-1.2764331855389075,-4.795842324965468,171.95112029713107,Closed,Closed,False,0.478,0.387,Looking Closed
76,4.559,True,603,347,735,327,0.2271,False,4,-1.8761849415654694,2.5154221156987253,173.1058484544206,Center,Center,True,0.435,0.427,Focused
77,4.619,True,609,343,740,326,0.248,False,4,-2.8551005970390513,5.688325765041413,174.3508828583155,Center,Center,True,0.431,0.468,Focused
78,4.679,True,613,338,744,323,0.2343,False,4,-2.7027441931508425,6.478203690036178,175.06620537384063,Center,Center,True,0.422,0.48,Focused
79,4.739,True,617,337,750,323,0.2496,False,4,-2.576989076025892,7.457168062460892,175.92248086538453,Center,Center,True,0.446,0.54,Focused
80,4.799,True,621,335,754,322,0.2493,False,4,-2.89589328974973,6.805476155810683,176.67539472742305,Center,Center,True,0.452,0.579,Focused
81,4.859,True,625,333,757,321,0.2588,False,4,-2.8711810899884482,5.675865278433717,176.86684061262923,Center,Center,True,0.459,0.561,Focused
82,4.919,True,629,332,763,320,0.2555,False,4,-3.5771380906470864,5.045272384419371,177.495138797654,Center,Center,True,0.454,0.564,Focused
83,4.979,True,634,328,768,319,0.2622,False,4,-3.442939659801314,6.6735535435243145,177.94069530881163,Center,Center,True,0.446,0.544,Focused
84,5.039,True,640,325,775,317,0.2556,False,4,-2.8220492270856528,5.06112371953789,178.29154064132842,Center,Center,True,0.442,0.529,Focused
85,5.099,True,648,323,784,315,0.2713,False,4,-3.2627175096391356,3.268889382048716,178.5298312966272,Center,Center,True,0.456,0.546,Focused
86,5.159,True,655,325,792,320,0.2559,False,4,-3.5520848363995485,2.1092096484159955,179.5606750060298,Center,Center,True,0.453,0.494,Focused
87,5.219,True,661,326,799,324,0.265,False,4,-2.9083661623165966,1.267753903154114,-179.6167995463183,Center,Center,True,0.457,0.54,Focused
88,5.279,True,664,327,806,325,0.2517,False,4,-2.803652111198065,-0.28146714845814563,-179.16648749084192,Center,Center,True,0.464,0.535,Focused
89,5.339,True,667,326,811,326,0.2576,False,4,-3.509086260645377,-2.274023457106359,-178.3864390271774,Center,Center,True,0.464,0.521,Focused
90,5.399,True,667,327,810,329,0.2543,False,4,-3.492113056975253,-3.137678689369382,-177.93574937162842,Center,Center,True,0.463,0.506,Focused
91,5.459,True,666,328,810,330,0.2521,False,4,-3.53755722455184,-5.03425249822659,-177.82465512512894,Center,Center,True,0.472,0.507,Focused
92,5.519,True,665,328,808,329,0.2558,False,4,-3.57088782744401,-6.485082852141306,-178.1002538817053,Center,Center,True,0.471,0.498,Focused
93,5.579,True,663,331,807,332,0.2569,False,4,-3.4101779494596003,-10.043474937935368,-177.99821275706094,Center,Center,True,0.463,0.45,Focused
94,5.639,True,659,332,805,333,0.2383,False,4,-3.498751877708434,-9.738942546064443,-178.28366011093058,Center,Center,True,0.46,0.435,Focused
95,5.699,True,655,332,799,332,0.2487,False,4,-3.1956117835804765,-14.460232945755312,-178.4346853156524,Center,Up,False,0.48,0.535,Looking Up
96,5.759,True,650,332,796,333,0.2426,False,4,-3.5287599104850362,-13.327872383890506,-178.25500109635223,Center,Up,False,0.45,0.493,Looking Up
97,5.819,True,647,333,793,332,0.242,False,4,-3.6088076986106996,-13.95760644025972,-178.89735441950927,Center,Up,False,0.456,0.494,Looking Up
98,5.879,True,647,336,793,334,0.2443,False,4,-3.799964278070575,-14.559164329934006,-179.03128272376344,Center,Up,False,0.467,0.48,Looking Up
99,5.939,True,645,337,791,335,0.2376,False,4,-3.6073982527190824,-12.97932575196872,-179.4732312856154,Center,Up,False,0.458,0.477,Looking Up
100,5.999,True,643,335,790,332,0.2388,False,4,-3.7642161493938966,-13.207488260079517,-179.61116879622665,Center,Up,False,0.466,0.494,Looking Up
101,6.059,True,642,335,790,332,0.2377,False,4,-3.6520292083854997,-14.644851178047523,-179.3844265512382,Center,Up,False,0.464,0.5,Looking Up
102,6.119,True,643,336,790,333,0.2391,False,4,-3.4754550514523066,-13.618841001177419,-179.49429609572226,Center,Up,False,0.466,0.494,Looking Up
103,6.179,True,645,337,792,333,0.239,False,4,-3.9846334582498715,-12.118988720873924,-179.497468009019,Center,Up,False,0.478,0.496,Looking Up
104,6.239,True,646,337,792,334,0.2374,False,4,-3.642498972865416,-13.655182170017815,-179.54392437424855,Center,Up,False,0.476,0.475,Looking Up
105,6.299,True,645,336,792,333,0.2367,False,4,-3.5719362015186302,-13.247712972202226,-179.4779604698455,Center,Up,False,0.465,0.467,Looking Up
106,6.359,True,644,335,792,333,0.2297,False,4,-3.521603767112293,-13.403750814953675,-179.52223514248055,Center,Up,False,0.466,0.45,Looking Up
107,6.419,True,644,334,791,331,0.2366,False,4,-3.3804565778239275,-13.870152671791384,-179.4565003463177,Center,Up,False,0.469,0.506,Looking Up
108,6.479,True,646,334,793,332,0.2414,False,4,-3.5144369471217636,-13.950479347518772,-179.2886555207417,Center,Up,False,0.471,0.5,Looking Up
109,6.539,True,648,336,794,332,0.2438,False,4,-3.4199816151150766,-11.469961826875045,-179.40544097654038,Center,Center,True,0.474,0.5,Focused
110,6.599,True,648,336,795,333,0.2462,False,4,-3.38996233559879,-10.888821308923832,-179.41298730606914,Center,Center,True,0.472,0.494,Focused
111,6.659,True,646,336,794,334,0.2319,False,4,-3.6486249460954605,-12.191392618294445,-179.42571773554286,Center,Up,False,0.46,0.447,Looking Up
112,6.719,True,643,338,792,335,0.2323,False,4,-3.4625128404080554,-13.458902155330312,-179.2882257091322,Center,Up,False,0.454,0.475,Looking Up
113,6.779,True,643,338,792,335,0.2381,False,4,-3.3991111951782047,-13.753254075695828,-179.27631662585077,Center,Up,False,0.468,0.476,Looking Up
114,6.839,True,643,338,792,336,0.2376,False,4,-3.833004347421805,-11.273761506517948,-179.50049794670284,Center,Center,True,0.464,0.446,Focused
115,6.899,True,644,339,792,336,0.2318,False,4,-3.7232395555807165,-10.757413574564765,-179.67268437766245,Center,Center,True,0.458,0.43,Focused
116,6.959,True,644,340,792,336,0.2395,False,4,-3.6799445265213704,-9.40994494547594,179.94748140348815,Center,Center,True,0.474,0.488,Focused
117,7.019,True,644,339,792,335,0.2376,False,4,-3.8884086394362125,-7.73390324748284,179.91572237715104,Center,Center,True,0.468,0.467,Focused
118,7.079,True,645,338,792,333,0.2504,False,4,-4.114060865695898,-7.152195734826093,179.77614838937046,Center,Center,True,0.477,0.492,Focused
119,7.139,True,645,338,792,334,0.251,False,4,-4.021543599219399,-7.702912313683767,179.65152486206338,Center,Center,True,0.472,0.5,Focused
120,7.199,True,645,340,792,335,0.2395,False,4,-4.558793700281808,-8.228138625925762,-179.9559456720767,Center,Center,True,0.466,0.478,Focused
121,7.259,True,645,341,791,337,0.2419,False,4,-4.402767664579237,-8.21721366418863,-179.7989083716234,Center,Center,True,0.475,0.509,Focused
122,7.319,True,644,340,790,336,0.2345,False,4,-4.367221849470605,-10.755428338381863,-179.91099048121907,Center,Center,True,0.479,0.491,Focused
123,7.379,True,644,340,789,334,0.2408,False,4,-4.27679752984331,-10.493987601278949,-179.9148250221259,Center,Center,True,0.481,0.514,Focused
124,7.439,True,644,341,791,337,0.2331,False,4,-4.367674749643629,-9.422337610765382,-179.8281635553619,Center,Center,True,0.48,0.502,Focused
125,7.499,True,645,343,793,339,0.2337,False,4,-4.545080314855811,-11.302835249690816,-179.37815012471802,Center,Center,True,0.474,0.516,Focused
126,7.559,True,645,344,793,340,0.2338,False,4,-4.41951573063559,-12.581718500649348,-179.66828401533928,Center,Up,False,0.464,0.506,Looking Up
127,7.619,True,645,344,791,340,0.226,False,4,-4.210669013111201,-15.773299250869586,-179.53630800789333,Center,Up,False,0.467,0.502,Looking Up
128,7.679,True,643,345,791,340,0.2285,False,4,-4.07488650965488,-17.345504266181827,-179.6516564578928,Center,Up,False,0.474,0.501,Looking Up
129,7.739,True,643,345,790,341,0.2282,False,4,-4.435056531749269,-16.25752279031474,-179.6684964057676,Center,Up,False,0.462,0.465,Looking Up
130,7.799,True,644,346,792,342,0.2381,False,4,-4.422299299602256,-16.934924391969595,-179.4588701601884,Center,Up,False,0.469,0.497,Looking Up
131,7.859,True,645,347,791,342,0.2357,False,4,-4.028630029282008,-16.381045761223273,-179.49686325379898,Center,Up,False,0.47,0.465,Looking Up
132,7.919,True,644,347,790,343,0.2421,False,4,-3.67390773048141,-16.842787039350586,-179.66114074939432,Center,Up,False,0.464,0.462,Looking Up
133,7.979,True,642,346,790,341,0.2401,False,4,-3.837134920496218,-19.382348622798872,-179.11576665317426,Center,Up,False,0.458,0.447,Looking Up
134,8.039,True,642,344,790,341,0.2461,False,4,-4.03936628346646,-18.929816556870986,-179.21160014044818,Center,Up,False,0.465,0.472,Looking Up
135,8.099,True,644,344,790,340,0.2504,False,4,-3.5688396309714006,-16.131447007557497,-179.55525113668503,Center,Up,False,0.472,0.449,Looking Up
136,8.159,True,645,345,791,341,0.2442,False,4,-3.8768878862875242,-16.635760034388355,-179.38622175756564,Center,Up,False,0.469,0.483,Looking Up
137,8.219,True,644,344,792,340,0.2383,False,4,-3.974408617837737,-17.30942765024619,-179.23235834357374,Center,Up,False,0.465,0.453,Looking Up
138,8.279,True,644,343,793,339,0.2413,False,4,-4.0884259366021025,-15.912196252333302,-179.24549775691287,Center,Up,False,0.469,0.484,Looking Up
139,8.339,True,646,342,793,339,0.2418,False,4,-4.014179700301915,-16.101055705334876,-178.9715864182158,Center,Up,False,0.471,0.47,Looking Up
140,8.399,True,646,342,793,339,0.2379,False,4,-3.7886794667879937,-15.723874958170244,-179.14890146693313,Center,Up,False,0.459,0.446,Looking Up
141,8.459,True,647,342,794,340,0.2484,False,4,-3.6975595555730174,-16.48928516483462,-179.21686275958146,Center,Up,False,0.472,0.465,Looking Up
142,8.519,True,646,343,793,341,0.2314,False,4,-3.8796193048871266,-16.085404782595386,-179.08609855682596,Center,Up,False,0.448,0.398,Looking Up
143,8.579,True,646,343,794,341,0.2466,False,4,-3.9382284090289206,-15.780339005252758,-179.3592247134218,Center,Up,False,0.468,0.45,Looking Up
144,8.639,True,646,343,794,340,0.2485,False,4,-4.006232076089437,-13.468888731960373,-179.59591130550288,Center,Up,False,0.468,0.466,Looking Up
145,8.699,True,647,342,795,340,0.2524,False,4,-4.0806506887071174,-13.32441761064735,-179.4810484845671,Center,Up,False,0.472,0.47,Looking Up
146,8.759,True,648,342,795,340,0.2459,False,4,-4.049702180152644,-12.803455345398868,-179.3705401026578,Center,Up,False,0.465,0.433,Looking Up
147,8.819,True,648,342,795,340,0.2389,False,4,-3.8024857399480942,-13.192896703443308,-179.59587104235646,Center,Up,False,0.473,0.452,Looking Up
148,8.879,True,648,341,795,339,0.2434,False,4,-4.017248647634452,-13.88177731933618,-179.39362437812852,Center,Up,False,0.471,0.454,Looking Up
149,8.939,True,647,341,794,340,0.2408,False,4,-4.207644556883546,-13.627930042364598,-179.40269581884445,Center,Up,False,0.462,0.432,Looking Up
150,8.999,True,648,341,794,339,0.2437,False,4,-3.983460877580623,-13.638900035643852,-179.3326153029532,Center,Up,False,0.465,0.449,Looking Up
151,9.059,True,649,342,795,340,0.2432,False,4,-3.689054288377715,-14.343263324162589,-179.30625670661342,Center,Up,False,0.467,0.443,Looking Up
152,9.119,True,650,342,796,340,0.2502,False,4,-3.9334991644725386,-12.843416055904132,-179.24445041555364,Center,Up,False,0.482,0.522,Looking Up
153,9.179,True,649,341,796,338,0.2475,False,4,-3.4622260088723276,-13.913078609443199,-179.6673670836233,Center,Up,False,0.473,0.483,Looking Up
154,9.239,True,650,341,797,338,0.2458,False,4,-3.6478357157022994,-14.455922098398574,-179.40769915109226,Center,Up,False,0.478,0.487,Looking Up
155,9.299,True,650,340,796,339,0.2498,False,4,-3.864908609946789,-13.343749723841224,-179.27104767687834,Center,Up,False,0.477,0.476,Looking Up
156,9.359,True,650,340,797,338,0.2492,False,4,-3.7063270220239013,-13.157347877351826,-179.4429988073927,Center,Up,False,0.474,0.458,Looking Up
157,9.419,True,650,340,798,338,0.2403,False,4,-3.527696041410628,-13.978202750732004,-179.38042938809676,Center,Up,False,0.469,0.428,Looking Up
158,9.479,True,650,340,797,338,0.237,False,4,-3.5810328205361843,-14.4974290680987,-179.5920965851846,Center,Up,False,0.477,0.474,Looking Up
159,9.539,True,650,339,797,338,0.2436,False,4,-3.4640282750710805,-13.719052822605136,-179.48273972854597,Center,Up,False,0.475,0.463,Looking Up
160,9.599,True,650,340,797,338,0.2435,False,4,-3.8198870360981014,-13.19284990122234,-179.25373077641456,Center,Up,False,0.471,0.484,Looking Up
161,9.659,True,650,340,796,338,0.2454,False,4,-3.670971883431455,-14.15999925741759,-179.545211972336,Center,Up,False,0.479,0.473,Looking Up
162,9.719,True,649,340,796,339,0.2389,False,4,-3.5448207827840954,-13.44817536546004,-179.53622947055047,Center,Up,False,0.467,0.465,Looking Up
163,9.778,True,650,339,797,337,0.2377,False,4,-3.576987970676952,-15.061495492145848,-179.5863348281342,Center,Up,False,0.473,0.467,Looking Up
164,9.838,True,650,339,797,337,0.2396,False,4,-3.6182176585349746,-12.940494672097543,-179.416826472307,Center,Up,False,0.477,0.471,Looking Up
165,9.898,True,650,339,798,337,0.2456,False,4,-3.728487210783311,-13.538022177336835,-179.27754943635534,Center,Up,False,0.47,0.468,Looking Up
166,9.958,True,650,340,797,339,0.2326,False,4,-3.7916480060589284,-12.512913163153451,-179.38201390298576,Center,Up,False,0.466,0.445,Looking Up
167,10.018,True,650,340,798,338,0.2329,False,4,-3.733858745076378,-12.736450712727489,-179.55874989151272,Center,Up,False,0.464,0.458,Looking Up
168,10.078,True,653,340,800,338,0.2289,False,4,-3.7718829501825377,-11.711572533747942,-179.50483082242744,Center,Center,True,0.466,0.464,Focused
169,10.138,True,656,339,802,338,0.2323,False,4,-3.829138744341078,-12.14446350199733,-179.41152727870926,Center,Up,False,0.476,0.502,Looking Up
170,10.198,True,658,340,805,338,0.2211,False,4,-3.6271658187868328,-12.32023715860202,-179.33117065863,Center,Up,False,0.461,0.444,Looking Up
171,10.258,True,662,339,808,340,0.2213,False,4,-3.4852688531123848,-13.052125631131391,-179.44400197233392,Center,Up,False,0.459,0.435,Looking Up
172,10.318,True,667,340,812,341,0.2277,False,4,-3.309354853673756,-13.923807899334466,-179.29713023825624,Center,Up,False,0.478,0.488,Looking Up
173,10.378,True,670,340,817,341,0.2208,False,4,-3.6327731869582953,-14.093360380494984,-179.01324823433256,Center,Up,False,0.462,0.454,Looking Up
174,10.438,True,672,340,820,340,0.2227,False,4,-3.501433133254568,-13.19991483280488,-178.64423481464317,Center,Up,False,0.465,0.463,Looking Up
175,10.498,True,675,340,822,342,0.2334,False,4,-3.681238130765397,-14.209903887103906,-178.64363367208747,Center,Up,False,0.483,0.502,Looking Up
176,10.558,True,676,339,823,342,0.2268,False,4,-3.9739575982416335,-11.744139996276044,-178.30368551603814,Center,Center,True,0.469,0.474,Focused
177,10.618,True,677,339,825,341,0.2369,False,4,-3.6496774677965433,-11.007904218881167,-178.18770146899416,Center,Center,True,0.468,0.47,Focused
178,10.678,True,678,339,825,341,0.2285,False,4,-3.9692149643936006,-11.458917324680609,-177.94009176410563,Center,Center,True,0.47,0.493,Focused
179,10.738,True,677,339,825,342,0.238,False,4,-3.9267211133234263,-10.469729382116764,-177.8827529144328,Center,Center,True,0.462,0.485,Focused
180,10.798,True,675,339,822,341,0.2345,False,4,-4.045660039135778,-8.55762021896751,-177.6685901694313,Center,Center,True,0.46,0.485,Focused
181,10.858,True,673,338,822,341,0.2266,False,4,-4.068016809329877,-9.85901610738878,-177.4938146675832,Center,Center,True,0.448,0.438,Focused
182,10.918,True,672,335,821,337,0.2234,False,4,-3.7460062143008095,-12.876930141319445,-177.89669656266443,Center,Up,False,0.461,0.368,Looking Up
183,10.978,True,672,335,820,339,0.222,False,4,-3.275239125193918,-17.060438038291476,-177.75822722722148,Center,Up,False,0.478,0.402,Looking Up
184,11.038,True,668,346,817,351,0.2276,False,4,-4.222746898835116,-10.967562254905953,-177.2033944645001,Center,Center,True,0.456,0.419,Focused
185,11.098,True,670,333,816,341,0.2469,False,4,-4.178495211894952,-12.009133232555406,-176.66144842166236,Center,Up,False,0.495,0.468,Looking Up
186,11.158,True,668,331,816,338,0.2267,False,4,-3.5310233718174473,-15.79505641966016,-177.00923871693075,Center,Up,False,0.472,0.411,Looking Up
187,11.218,True,668,339,815,344,0.2337,False,4,-3.7475897855322886,-12.184138958233126,-177.17209307541037,Center,Up,False,0.465,0.4,Looking Up
